id,date_recorded,funder,gps_height,installer,longitude,latitude,region_code,district_code,population,public_meeting,scheme_management,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity,source_type,waterpoint_type
46089,2013-04-03,Germany Republi,1513,CES,37.16180905,-3.21266668,3,5,40,True,Water Board,True,1999,gravity,user-group,per bucket,good,enough,spring,communal standpipe
65579,2013-02-26,Hesawa,1524,HESAWA,34.61932338,-1.7468754000000002,20,2,550,True,Other,True,1994,gravity,other,unknown,good,seasonal,rainwater harvesting,communal standpipe
40407,2013-01-25,Government Of Tanzania,221,DWE,38.68868865,-9.16322231,80,13,212,True,VWC,True,1981,other,user-group,unknown,salty,enough,shallow well,other
66663,2011-04-03,Dh,1026,DH,37.01706351,-6.03899895,5,1,150,True,VWC,True,1996,handpump,user-group,never pay,milky,enough,shallow well,hand pump
26597,2011-03-15,Roman,706,wanan,34.96590335,-10.21703167,11,5,63,True,VWC,False,2007,gravity,user-group,on failure,good,dry,river/lake,communal standpipe
50540,2011-03-14,Danida,936,DANID,36.01839632,-7.28765311,11,1,1,True,VWC,True,1990,gravity,user-group,annually,good,seasonal,spring,communal standpipe
58133,2013-03-13,Tasaf,1685,DWE,36.73921669,-3.32422104,2,2,200,True,VWC,True,2007,gravity,user-group,never pay,good,enough,spring,other
1493,2013-01-18,Wateraid,0,SEMA,32.80754298,-4.37193479,14,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",False,VWC,True,0,handpump,user-group,never pay,good,enough,borehole,hand pump
31503,2013-02-05,Norad,1780,Norad,31.60477312,-7.96263199,15,4,980,False,Other,True,1983,handpump,other,per bucket,good,dry,borehole,hand pump
17910,2011-04-03,Government Of Tanzania,0,DWE,33.90055014,-9.29311097,12,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,Parastatal,True,0,gravity,parastatal,unknown,good,enough,spring,communal standpipe
19466,2011-03-10,Kkkt,1902,Commu,34.3700274,-9.57712303,11,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,1991,gravity,user-group,annually,good,enough,spring,communal standpipe
38120,2013-02-10,Rwssp,0,DWE,32.64487307,-3.77410639,17,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,unknown,milky,dry,borehole,hand pump
66553,2013-03-22,Government Of Tanzania,1153,Government,37.6026059,-3.31909706,3,4,1,True,WUA,True,1970,gravity,user-group,monthly,good,enough,spring,communal standpipe
31696,2013-02-07,Village Council/ Haydom Luther,1752,Village Council,35.03531882,-4.16567532,21,3,111,True,VWC,True,1994,submersible,user-group,per bucket,good,enough,borehole,communal standpipe
51318,2011-03-30,Government Of Tanzania,0,DWE,33.90823812,-9.40472259,12,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,Water authority,True,0,gravity,commercial,unknown,good,enough,river/lake,communal standpipe
33584,2011-04-06,Cmcr,0,Commu,35.97490664,-5.94254108,1,5,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,gravity,user-group,never pay,good,dry,spring,communal standpipe multiple
48678,2011-07-18,Unicef,0,UNICEF,30.58863531,-2.71923816,18,30,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump
36112,2013-03-01,World Bank,1108,Government,37.08661522,-5.737026599999999,21,5,1,True,VWC,True,2006,submersible,user-group,never pay,good,enough,borehole,communal standpipe multiple
6294,2013-03-29,Adf,1726,Community,36.80401372,-3.3167372000000004,2,7,56,True,VWC,True,1995,gravity,user-group,unknown,good,insufficient,other,communal standpipe
40612,2011-07-22,Co,1840,DWE,31.42577274,-7.63461171,15,3,1,False,VWC,False,1994,handpump,user-group,never pay,unknown,dry,shallow well,hand pump
62793,2011-09-04,Unicef,1659,DWE,34.59641723,-9.07327479,11,4,36,True,WUA,True,1978,gravity,user-group,on failure,good,enough,river/lake,communal standpipe
58090,2013-03-15,0,53,0,39.09674464,-6.979910899999999,7,2,300,True,WUG,False,2010,handpump,user-group,never pay,good,seasonal,shallow well,hand pump
2532,2013-02-26,Lench,1357,LENCH,37.20754504,-5.57232672,21,5,1,True,VWC,False,1970,gravity,user-group,never pay,good,enough,spring,communal standpipe
38865,2011-04-20,Government Of Tanzania,0,DWE,33.7107406,-9.21057375,12,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,unknown,good,enough,river/lake,communal standpipe
35462,2012-10-08,Netherlands,0,DWE,33.57208558,-3.0464021,17,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,other,user-group,never pay,good,enough,shallow well,hand pump
51709,2013-06-03,Government Of Tanzania,1470,DWE,36.71705888,-3.35589356,2,2,150,True,VWC,True,2005,gravity,user-group,monthly,good,insufficient,spring,communal standpipe
40624,2011-07-23,Wananchi,0,wananchi,33.84850587,-9.55216621,12,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,never pay,good,dry,spring,communal standpipe
41745,2013-02-15,Adra,1679,ADRA,37.95349481,-4.41592459,3,3,45,True,VWC,True,1998,gravity,user-group,on failure,good,enough,spring,communal standpipe multiple
42315,2011-03-18,Private Individual,-13,Da,38.90284169,-6.44951651,6,1,184,True,Company,True,2010,submersible,commercial,per bucket,good,enough,river/lake,communal standpipe
38952,2012-10-26,Dwsp,0,DWE,0.0,-2e-08,17,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,other,user-group,unknown,good,enough,shallow well,other
45540,2011-03-02,Dwe,112,DWE,39.01443813,-8.23812877,60,53,1,True,VWC,True,2010,handpump,user-group,never pay,good,enough,shallow well,hand pump
73833,2011-03-18,Government Of Tanzania,934,DWE,38.61877338,-5.10721854,4,3,60,True,VWC,False,2005,gravity,user-group,never pay,good,insufficient,spring,communal standpipe multiple
27771,2013-02-04,Government Of Tanzania,1082,MUWASA,31.04822137,-6.33833899,15,1,360,True,Parastatal,False,2012,handpump,user-group,never pay,good,enough,borehole,hand pump
9336,2013-01-23,Finn Water,468,FINN WATER,37.84826964,-9.61433822,80,43,250,True,VWC,True,1981,handpump,user-group,unknown,good,enough,shallow well,hand pump
12545,2011-07-07,European Union,1803,Accra,34.82033488,-9.03510167,11,4,185,True,WUG,True,2011,gravity,user-group,monthly,good,enough,spring,communal standpipe
54811,2013-03-20,World Vision,1375,Community,36.79230543,-3.34979167,2,7,100,True,VWC,True,1998,gravity,user-group,unknown,good,insufficient,spring,communal standpipe
48326,2011-03-25,Government Of Tanzania,1372,DWE,38.39710186,-4.9251607,4,1,1,True,VWC,True,1970,gravity,user-group,never pay,good,enough,spring,communal standpipe
31787,2011-07-31,Hesawa,1179,DWE,33.09517998,-1.99763088,19,1,350,True,VWC,True,2004,other,user-group,never pay,good,insufficient,shallow well,other
61745,2012-10-21,Rwssp,0,DWE,32.35879044,-4.00646,17,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,other,user-group,unknown,milky,dry,shallow well,other
42091,2011-03-19,Lvia,0,Commu,36.79706266,-6.1354472,1,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,motorpump,user-group,per bucket,salty,insufficient,borehole,communal standpipe multiple
43727,2011-07-16,Concern World Wide,0,DWE,31.22012544,-3.07220285,18,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,never pay,good,enough,shallow well,hand pump
46917,2013-02-10,Caritas,0,CARITAS,32.63545921,-3.80567865,17,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,other,commercial,unknown,milky,seasonal,shallow well,other
26718,2011-04-19,Ki,0,DW,37.29019113,-6.42529681,5,1,700,True,VWC,True,1990,handpump,user-group,monthly,salty,insufficient,shallow well,hand pump
3138,2012-11-04,Government Of Tanzania,0,Government,33.88398143,-3.185606,17,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,Other,False,0,gravity,user-group,other,good,seasonal,rainwater harvesting,communal standpipe
72932,2013-02-14,Danida,965,DANIDA,35.89507318,-10.21073277,10,5,750,True,WUG,False,1998,handpump,user-group,monthly,good,enough,shallow well,hand pump
25707,2013-01-20,Jica,211,Kokeni,38.96299211,-10.47649288,80,53,320,True,VWC,True,2006,handpump,user-group,never pay,salty,enough,borehole,hand pump
68580,2013-01-29,Fw,326,FW,39.04307434,-10.7816037,90,33,1,True,VWC,False,1980,other,user-group,unknown,good,dry,shallow well,other
25064,2011-03-13,Lvia,0,Commu,36.41415828,-6.13430046,1,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,motorpump,user-group,per bucket,salty,enough,borehole,communal standpipe
7624,2013-02-05,Tasaf,1062,DWE,31.04406217,-5.13764923,16,3,230,True,VWC,True,2007,other,user-group,unknown,good,enough,shallow well,other
3830,2011-07-30,Kkkt_makwale,0,KKKT _ Konde and DWE,33.95376734,-9.4873863,12,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,never pay,good,dry,spring,communal standpipe
13458,2011-03-14,Government Of Tanzania,0,Gover,36.57408461,-6.69767367,1,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,submersible,user-group,per bucket,good,insufficient,spring,communal standpipe
57377,2011-07-18,Hesawa,0,DWE,0.0,-2e-08,19,6,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,monthly,good,insufficient,borehole,hand pump
37294,2011-08-02,Government Of Tanzania,0,Sengerema Water Department,32.52128071,-2.37903929,19,5,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,never pay,good,enough,shallow well,hand pump
39561,2011-02-25,Wsdp,117,Wachina,38.86607565,-6.82280766,6,2,4,True,Parastatal,True,2010,motorpump,parastatal,monthly,good,insufficient,river/lake,communal standpipe
23237,2013-02-23,Qwickwin,1296,QWICKWIN,34.60345018,-1.61918532,20,2,400,True,Other,True,2008,gravity,user-group,unknown,good,seasonal,rainwater harvesting,communal standpipe
72484,2013-02-21,Adra,1584,Adra,35.53298353,-4.40597145,21,2,821,True,VWC,True,2008,gravity,user-group,per bucket,good,dry,spring,communal standpipe
56490,2011-07-30,Hifab,0,Hesawa,33.20285456,-3.04240406,19,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,never pay,good,enough,borehole,hand pump
13706,2013-01-16,Ministry Of Water,917,Wizara ya maji,34.93718983,-5.99977036,13,3,250,False,VWC,False,1978,motorpump,user-group,never pay,good,enough,borehole,communal standpipe multiple
43035,2013-02-15,Kidp,1211,KIDP,30.15273217,-4.54077625,16,2,340,True,Water authority,True,1996,gravity,user-group,monthly,good,insufficient,river/lake,communal standpipe
14084,2011-08-07,Government Of Tanzania,0,District Council,32.80299931,-8.87835339,12,6,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",False,VWC,False,0,gravity,user-group,never pay,good,enough,spring,other
55875,2012-10-23,Ministry Of Water,1642,Wizara ya maji,34.55182205,-1.35661922,20,1,200,True,VWC,True,2007,submersible,user-group,per bucket,good,enough,dam,communal standpipe multiple
17299,2013-02-07,Unicef,103,Unisef,40.12614156,-10.43465942,99,1,300,True,VWC,True,1988,submersible,user-group,per bucket,good,enough,borehole,communal standpipe multiple
1793,2011-03-21,Sabemo,1630,Chamavita,38.32634808,-4.7514248,4,1,1,True,VWC,True,2000,gravity,user-group,never pay,good,enough,spring,communal standpipe
70943,2011-08-11,Kmcl,0,KMCL,0.0,-2e-08,19,6,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,submersible,user-group,never pay,good,insufficient,river/lake,communal standpipe
65720,2011-03-18,Action Aid,-37,AC,38.89788633,-6.44237257,6,1,400,True,Other,False,2010,handpump,other,never pay,good,enough,shallow well,hand pump
49165,2011-04-04,Adb,1758,DWE,34.55491319,-9.14946908,11,4,40,True,WUA,True,2009,gravity,user-group,monthly,good,enough,river/lake,communal standpipe
18879,2011-07-30,Kkkt,0,Artsan,30.93459662,-1.25277144,18,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,other,never pay,good,seasonal,rainwater harvesting,communal standpipe
3574,2013-03-16,Government Of Tanzania,608,Government,37.50583745,-4.1815796,3,3,350,True,Water authority,True,2009,rope pump,user-group,never pay,good,dry,shallow well,hand pump
56735,2011-02-19,Vttp,1583,VTTP,35.6962332,-7.8731905,11,1,455,True,VWC,True,2005,gravity,user-group,never pay,good,enough,spring,communal standpipe
45481,2011-03-07,Irish Ai,390,DWE,35.77371567,-8.84971999,5,3,500,True,VWC,True,1997,handpump,user-group,on failure,good,insufficient,shallow well,hand pump
51772,2013-04-03,Adra,1293,Adra/ Community,36.93584706,-3.34334386,2,7,120,True,VWC,True,2002,gravity,user-group,unknown,good,insufficient,river/lake,communal standpipe
74095,2013-01-23,Government Of Tanzania,78,District Council,39.36643633,-10.30127313,80,23,234,False,VWC,False,2010,gravity,user-group,per bucket,good,enough,river/lake,communal standpipe multiple
54000,2011-07-23,Government Of Tanzania,0,DWE,33.54653887,-9.16371881,12,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,never pay,good,enough,spring,communal standpipe
34834,2011-07-19,H,0,H,33.02409116,-2.48236452,19,8,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,never pay,good,enough,shallow well,hand pump
50175,2012-10-11,World Vision,0,World vision,33.7405996,-3.39279422,17,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,handpump,user-group,other,good,enough,shallow well,hand pump
35733,2012-10-24,World Vision,0,World vision,32.191055199999994,-3.26877366,17,5,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,True,0,handpump,user-group,unknown,milky,enough,shallow well,hand pump
6808,2011-03-17,Tasaf,81,DWE,38.66003254,-5.80484429,4,6,100,False,VWC,False,2008,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe
27311,2013-02-16,Sda,1251,SDA,34.41568362,-1.5767523,20,2,10,True,Other,True,1997,gravity,other,other,good,seasonal,rainwater harvesting,communal standpipe
73303,2013-02-05,Government/ World Bank,1346,Kalago enterprises Co.Ltd,30.66277795,-3.53000875,16,1,1,True,VWC,False,2013,submersible,user-group,unknown,good,enough,borehole,communal standpipe multiple
70335,2011-07-25,Hifab,0,Hesawa,33.32644086,-3.08163088,19,4,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,other,user-group,never pay,good,insufficient,shallow well,other
2691,2013-01-24,Hesawa,1378,Hesawa,34.37269689,-1.78983668,20,2,2000,True,WUG,True,1998,handpump,user-group,on failure,good,enough,shallow well,hand pump
12582,2013-01-27,Isf,832,DWE,29.74090426,-4.84290189,16,3,100,True,WUG,True,2009,gravity,user-group,monthly,good,enough,river/lake,communal standpipe multiple
49536,2011-07-17,Hesawa,0,HESAWA,30.59635203,-2.57323506,18,30,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,other,user-group,never pay,colored,dry,shallow well,other
23715,2012-10-20,Government Of Tanzania,0,Government,33.24439574,-3.8615992,17,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,other,user-group,never pay,good,insufficient,shallow well,other
45445,2011-07-27,Hesawa,0,HESAWA,31.606617100000005,-2.60932304,18,8,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,monthly,good,enough,shallow well,hand pump
52609,2013-05-04,Aco/germany,1224,DWE,37.31433292,-3.24970886,3,4,60,True,VWC,True,2008,gravity,user-group,monthly,good,enough,spring,communal standpipe
35087,2011-07-13,Oxfam,0,OXFAM,30.85061761,-2.49113849,18,30,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,gravity,user-group,never pay,good,enough,spring,communal standpipe multiple
42767,2012-11-06,Hesawa,1198,DWE,33.80166084,-2.00958882,20,4,500,True,WUG,False,1987,handpump,user-group,on failure,salty,enough,shallow well,hand pump
24373,2011-07-08,Kkkt,0,KKKT,33.01272466,-9.22738733,12,6,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,handpump,user-group,on failure,good,enough,shallow well,hand pump
32895,2011-07-31,Kkkt_makwale,0,KKKT _ Konde and DWE,33.90955841,-9.47446919,12,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,gravity,user-group,never pay,good,dry,spring,communal standpipe
9328,2012-10-15,Government Of Tanzania,0,Government,33.00745824,-3.89016633,17,3,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,other,user-group,never pay,good,insufficient,dam,communal standpipe multiple
23275,2011-07-18,Hesawa,0,DWE,0.0,-2e-08,19,6,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,handpump,user-group,never pay,unknown,dry,borehole,hand pump
20054,2013-02-04,Fin Water,418,FIN WATER,38.37186337,-10.98727483,90,63,86,True,VWC,True,1986,handpump,user-group,never pay,salty,seasonal,borehole,hand pump
8378,2011-03-14,Danida,1831,DWE,35.03079411,-8.4328557,11,2,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",False,VWC,True,0,handpump,user-group,never pay,good,enough,borehole,hand pump
47432,2013-01-18,Danida,1353,TCRS,30.68877317,-3.76946025,16,1,450,True,VWC,False,2006,handpump,user-group,unknown,good,seasonal,shallow well,hand pump
49863,2011-02-24,Msikiti,-7,Priva,38.97897468,-7.95409439,60,53,3226,True,Private operator,False,2009,motorpump,commercial,per bucket,good,enough,borehole,communal standpipe
57828,2013-01-22,Dwsp,0,DWE,0.0,-2e-08,17,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUG,False,0,handpump,user-group,unknown,good,enough,shallow well,hand pump
31169,2011-03-14,Dhv,846,DWE,36.72200252,-8.65362013,5,4,370,True,Water Board,True,1985,gravity,user-group,monthly,good,enough,river/lake,communal standpipe
38382,2011-04-19,Dh,0,DH,37.3865924,-6.36036609,5,1,1143,True,VWC,True,1984,submersible,user-group,monthly,good,insufficient,borehole,communal standpipe
31205,2011-06-04,Adb,1782,DWE,34.68018715,-9.14083579,11,4,75,True,VWC,True,2008,gravity,user-group,monthly,good,insufficient,spring,communal standpipe
23528,2013-10-03,Danida,475,DANIDA,34.71460573,-10.51658052,10,3,160,True,VWC,True,1994,gravity,user-group,monthly,good,unknown,spring,communal standpipe
26507,2013-03-20,Government Of Tanzania,1217,DWE,37.50930245,-3.30882496,3,4,1,False,Other,True,0,gravity,other,never pay,good,insufficient,river/lake,other
67091,2013-02-18,World Bank,1472,Government,36.46861393,-5.6739349,21,5,400,True,Water Board,True,1995,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe multiple
47734,2011-03-22,Private Individual,-10,Da,38.92499681,-6.51054761,6,1,50,True,Company,True,2010,submersible,commercial,per bucket,good,enough,river/lake,communal standpipe
927,2013-07-04,Government Of Tanzania,1343,DWE,36.52220314,-3.39342907,2,2,100,True,VWC,True,2008,gravity,user-group,unknown,good,insufficient,spring,communal standpipe
48521,2011-04-01,Government Of Tanzania,0,DWE,33.34842334,-9.48497765,12,5,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,gravity,user-group,unknown,unknown,unknown,spring,communal standpipe
16963,2013-02-08,Tcrs,1146,TCRS,34.2590751,-4.40881072,13,1,595,True,Parastatal,True,1994,handpump,parastatal,monthly,good,enough,borehole,hand pump
48233,2012-10-17,World Vision,0,Consuting Engineer,33.01103655,-4.16650486,14,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",False,VWC,False,0,handpump,user-group,never pay,good,enough,shallow well,hand pump
58989,2011-07-11,Dadis,0,DWE,32.37423499,-8.9440109,12,6,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,handpump,user-group,never pay,good,insufficient,borehole,hand pump
2399,2011-03-16,Tanap,191,TANAP,37.76238239,-7.53169693,5,2,80,True,VWC,True,2001,submersible,user-group,never pay,good,enough,borehole,communal standpipe
23530,2011-03-14,Aict,0,AICT,35.30071888,-5.16027369,1,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,False,0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe
46271,2013-03-14,0,59,0,39.07599758,-7.04990083,7,2,200,True,WUG,False,2000,other,user-group,never pay,good,enough,shallow well,other
71726,2011-03-30,Government Of Tanzania,0,DWE,34.78978431,-8.21691723,12,7,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,WUA,False,0,handpump,user-group,never pay,good,insufficient,borehole,hand pump
23526,2011-04-06,Government Of Tanzania,0,Government,33.32319254,-7.91091918,12,1,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0         321
1         300
2         500
3         250
4          60
         ... 
14845      20
14846    2960
14847     200
14848     150
14849      40
Name: population, Length: 9397, dtype: int64>",True,VWC,True,0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe
49861,2013-03-16,0,-24,0,39.53571763,-7.00866174,7,3,80,True,SWC,False,2010,motorpump,other,per bucket,salty,seasonal,borehole,communal standpipe
